food_id,food_code,duplicate_code_sequence,source_row_index,food_name,search_name,description,group_code,previous_code,main_data_references,footnote
16-464,16-464,1,114,"Bass, sea, flesh only, raw, weighed with bones and skin","bass, sea, flesh only, raw, weighed with bones and skin calculated from 16-385 using edible conversion factor of 0.86",Calculated from 16-385 using edible conversion factor of 0.86,JA,,"DH, Nutrient analysis of fish and fish products, 2013",
13-806,13-806,1,115,"Bay leaf, dried","bay leaf, dried reviewed 2013. lgc, fruit and vegetables, 1989-1990; polacchi et al. (1982) food composition tables for the near east; and leung et al. (1972) food composition table for use in east asia","Reviewed 2013. LGC, Fruit and Vegetables, 1989-1990; Polacchi et al. (1982) Food composition tables for the near east; and Leung et al. (1972) Food composition table for use in East Asia",H,,"Marsh et al. (1977) Composition of foods: spices and herbs, raw, processed and prepared, Agriculture Handbook No. 8-2",
15-664,15-664,1,116,"Bean loaf, mixed beans, homemade","bean loaf, mixed beans, homemade recipe from dietary survey records",Recipe from dietary survey records,DR,15-387,Updated 2014,
15-665,15-665,1,117,"Beanburger, aduki, fried in rapeseed oil, homemade","beanburger, aduki, fried in rapeseed oil, homemade recipe",Recipe,DR,15-388,Updated 2014,
15-666,15-666,1,118,"Beanburger, butter bean, fried in rapeseed oil, homemade","beanburger, butter bean, fried in rapeseed oil, homemade recipe",Recipe,DR,15-389,Updated 2014,
15-667,15-667,1,119,"Beanburger, red kidney bean, fried in rapeseed oil","beanburger, red kidney bean, fried in rapeseed oil recipe from leeds polytechnic",Recipe from Leeds Polytechnic,DR,15-390,Updated 2014,
15-668,15-668,1,120,"Beanburger, soya, fried in rapeseed oil","beanburger, soya, fried in rapeseed oil recipe from review of recipe collection",Recipe from review of recipe collection,DR,15-366,Updated 2014,
13-042,13-042,1,121,"Beans, aduki, whole, dried, boiled in unsalted water","beans, aduki, whole, dried, boiled in unsalted water analysis and calculation from dried",Analysis and calculation from dried,DB,50-693,"LGC, Fruit and vegetables, 1989-1990",
13-041,13-041,1,122,"Beans, aduki, whole, dried, raw","beans, aduki, whole, dried, raw 6 samples, whole beans","6 samples, whole beans",DB,50-692,"LGC, Fruit and vegetables, 1989-1990",
13-049,13-049,1,123,"Beans, balor, ends trimmed, raw","beans, balor, ends trimmed, raw 5 samples",5 samples,DB,,"Vegetables, Herbs and Spices Supplement, 1991",
13-063,13-063,1,124,"Beans, blackeye, whole, dried, boiled in unsalted water","beans, blackeye, whole, dried, boiled in unsalted water soaked and boiled",Soaked and boiled,DB,50-701,"Reviewed 2013. LGC, Fruit and vegetables, 1989-1990",
13-062,13-062,1,125,"Beans, blackeye, whole, dried, raw","beans, blackeye, whole, dried, raw analysis and literature sources",Analysis and literature sources,DB,50-700,"LGC, Fruit and vegetables, 1989-1990",
13-067,13-067,1,126,"Beans, broad, dried, raw","beans, broad, dried, raw literature sources",Literature sources,DB,,"Vegetables, Herbs and Spices Supplement, 1991",
13-648,13-648,1,127,"Beans, broad, whole, boiled in unsalted water","beans, broad, whole, boiled in unsalted water 11 samples, uk, fresh. removed from pods and boiled for 3-10 minutes","11 samples, UK, fresh. Removed from pods and boiled for 3-10 minutes",DB,13-066,"PHE, Nutrient analysis of fresh and processed fruit and vegetables with respect to fibre, 2017",
13-064,13-064,1,128,"Beans, broad, whole, raw","beans, broad, whole, raw without pods",Without pods,DB,,"IFR, The nutritional composition of retail vegetables in the UK, 1984-1987",
13-559,13-559,1,129,"Beans, butter, canned, re-heated, drained","beans, butter, canned, re-heated, drained 10 cans, 5 brands, no added salt","10 cans, 5 brands, no added salt",DB,13-429,"Reviewed 2013. Vegetable, Herbs and Spice Supplement, 1991; and industry data, 2013. Selenium estimated from SAC 'Analysis of foods for Selenium' 1994 MAFF Project 2B006",
13-663,13-663,1,130,"Beans, butter, dried, boiled in unsalted water","beans, butter, dried, boiled in unsalted water 7 samples, 6 products, soaked and boiled for 25-75 minutes","7 samples, 6 products, soaked and boiled for 25-75 minutes",DB,13-071,"PHE, Nutrient analysis of fresh and processed fruit and vegetables with respect to fibre, 2017",
13-070,13-070,1,131,"Beans, butter, dried, raw","beans, butter, dried, raw analysis and literature sources",Analysis and literature sources,DB,,"As Vegetables, Herbs and Spices Supplement, 1991 13-062",
13-666,13-666,1,132,"Beans, cannellini, canned, re-heated, drained","beans, cannellini, canned, re-heated, drained 10 samples, 7 products, canned in water, no added salt. heated for 3-5 minutes before draining","10 samples, 7 products, canned in water, no added salt. Heated for 3-5 minutes before draining",DB,,"PHE, Nutrient analysis of fresh and processed fruit and vegetables with respect to fibre, 2017",
13-670,13-670,1,133,"Beans, chick peas, canned, re-heated, drained","beans, chick peas, canned, re-heated, drained fibre only analysed. 10 samples, 7 products, whole peas, canned in water, no added salt. heated for 3-5 minutes before draining","Fibre only analysed. 10 samples, 7 products, whole peas, canned in water, no added salt. Heated for 3-5 minutes before draining",DB,13-560,"PHE, Nutrient analysis of fresh and processed fruit and vegetables with respect to fibre, 2017",
13-077,13-077,1,134,"Beans, chick peas, Kabuli, split, dried, boiled in unsalted water","beans, chick peas, kabuli, split, dried, boiled in unsalted water soaked and boiled",Soaked and boiled,DB,,"Vegetables, Herbs and Spices Supplement, 1991",
13-076,13-076,1,135,"Beans, chick peas, Kabuli, split, dried, raw","beans, chick peas, kabuli, split, dried, raw no seed coat. literature sources",No seed coat. Literature sources,DB,,"Vegetables, Herbs and Spices Supplement, 1991",
13-662,13-662,1,136,"Beans, chick peas, Kabuli, whole, dried, boiled in unsalted water","beans, chick peas, kabuli, whole, dried, boiled in unsalted water 10 samples, 10 products, soaked and boiled for 45-100 minutes","10 samples, 10 products, soaked and boiled for 45-100 minutes",DB,13-430,"PHE, Nutrient analysis of fresh and processed fruit and vegetables with respect to fibre, 2017",
13-074,13-074,1,137,"Beans, chick peas, Kabuli, whole, dried, raw","beans, chick peas, kabuli, whole, dried, raw analytical and literature sources.",Analytical and literature sources.,DB,50-704,"LGC, Fruit and vegetables, 1989-1990. Vitamin K1 from Bolton-Smith et al Br.J. Nutr.83, 2000",
13-080,13-080,1,138,"Beans, cluster, raw","beans, cluster, raw 5 samples. ends trimmed",5 samples. Ends trimmed,DB,,"Vegetables, Herbs and Spices Supplement, 1991",
13-667,13-667,1,139,"Beans, edamame, frozen, boiled in unsalted water","beans, edamame, frozen, boiled in unsalted water 7 samples, 5 products, including shelled and in pods. boiled for 3-6 minutes, pods discarded","7 samples, 5 products, including shelled and in pods. Boiled for 3-6 minutes, pods discarded",DB,,"PHE, Nutrient analysis of fresh and processed fruit and vegetables with respect to fibre, 2017",
13-515,13-515,1,140,"Beans, green, boiled in unsalted water","beans, green, boiled in unsalted water as raw, boiled for 3-6 minutes, not runner bean","As raw, boiled for 3-6 minutes, not runner bean",DB,13-432,"DH, Nutrient analysis of fruit and vegetables, 2013",
13-514,13-514,1,141,"Beans, green, raw","beans, green, raw 22 samples, autumn and winter, uk grown and imported, pre-packed and loose, including dwarf, fine and extra fine, not runner bean","22 samples, autumn and winter, UK grown and imported, pre-packed and loose, including dwarf, fine and extra fine, not runner bean",DB,13-431,"DH, Nutrient analysis of fruit and vegetables, 2013",
13-665,13-665,1,142,"Beans, haricot, canned, re-heated, drained","beans, haricot, canned, re-heated, drained 6 samples, 4 products, canned in water, no added salt. heated for 2-5 minutes before draining","6 samples, 4 products, canned in water, no added salt. Heated for 2-5 minutes before draining",DB,,"PHE, Nutrient analysis of fresh and processed fruit and vegetables with respect to fibre, 2017",
13-087,13-087,1,143,"Beans, haricot, whole, dried, boiled in unsalted water","beans, haricot, whole, dried, boiled in unsalted water soaked 24 hours, boiled 2 hours","Soaked 24 hours, boiled 2 hours",DB,,"MW4, 1978. Values revised for Vegetables, Herbs and Spices Supplement, 1991",
13-086,13-086,1,144,"Beans, haricot, whole, dried, raw","beans, haricot, whole, dried, raw whole beans",Whole beans,DB,,"MW4, 1978. Values revised for Vegetables, Herbs and Spices Supplement, 1991",
13-099,13-099,1,145,"Beans, mung, dahl, dried, boiled in unsalted water","beans, mung, dahl, dried, boiled in unsalted water split beans, no seed coat, soaked and boiled. literature sources","Split beans, no seed coat, soaked and boiled. Literature sources",DB,,"Vegetables, Herbs and Spices Supplement, 1991",
13-098,13-098,1,146,"Beans, mung, dahl, dried, raw","beans, mung, dahl, dried, raw split beans, no seed coat. literature sources","Split beans, no seed coat. Literature sources",DB,,"Vegetables, Herbs and Spices Supplement, 1991",
13-664,13-664,1,147,"Beans, mung, whole, dried, boiled in unsalted water","beans, mung, whole, dried, boiled in unsalted water 6 samples, 6 products, soaked and boiled for 30-45 minutes","6 samples, 6 products, soaked and boiled for 30-45 minutes",DB,13-097,"PHE, Nutrient analysis of fresh and processed fruit and vegetables with respect to fibre, 2017",
13-096,13-096,1,148,"Beans, mung, whole, dried, raw","beans, mung, whole, dried, raw literature sources",Literature sources,DB,50-714,"Vegetables, Herbs and Spices Supplement, 1991",
13-100,13-100,1,149,"Beans, papri, raw","beans, papri, raw ends trimmed; 5 samples",Ends trimmed; 5 samples,DB,,"Vegetables, Herbs and Spices Supplement, 1991",
13-105,13-105,1,150,"Beans, pigeon peas, dahl, dried, boiled in unsalted water","beans, pigeon peas, dahl, dried, boiled in unsalted water soaked and boiled. split peas, no seed coat. literature sources","Soaked and boiled. Split peas, no seed coat. Literature sources",DB,,"Vegetables, Herbs and Spices Supplement, 1991",
13-104,13-104,1,151,"Beans, pigeon peas, dahl, dried, raw","beans, pigeon peas, dahl, dried, raw split peas, no seed coat. literature sources","Split peas, no seed coat. Literature sources",DB,,"Vegetables, Herbs and Spices Supplement, 1991",
13-103,13-103,1,152,"Beans, pigeon peas, whole, dried, boiled in unsalted water","beans, pigeon peas, whole, dried, boiled in unsalted water literature sources",Literature sources,DB,,"Vegetables, Herbs and Spices Supplement, 1991",
13-102,13-102,1,153,"Beans, pigeon peas, whole, dried, raw","beans, pigeon peas, whole, dried, raw literature sources",Literature sources,DB,,"Vegetables, Herbs and Spices Supplement, 1991",
13-107,13-107,1,154,"Beans, pinto, dried, boiled in unsalted water","beans, pinto, dried, boiled in unsalted water whole beans. literature sources",Whole beans. Literature sources,DB,,"Vegetables, Herbs and Spices Supplement, 1991",
13-106,13-106,1,155,"Beans, pinto, dried, raw","beans, pinto, dried, raw whole beans. literature sources",Whole beans. Literature sources,DB,,"Vegetables, Herbs and Spices Supplement, 1991",
13-108,13-108,1,156,"Beans, pinto, re-fried beans","beans, pinto, re-fried beans literature sources",Literature sources,DB,,"Haytowitz and Matthews (1984) Composition of foods: vegetables and vegetable products, raw, processed and prepared, Agricultural Handbook No. 8-11",
13-660,13-660,1,157,"Beans, red kidney, canned in water, re-heated, drained","beans, red kidney, canned in water, re-heated, drained fibre only analysed. 10 samples, 9 products, heated for 3-5 minutes","Fibre only analysed. 10 samples, 9 products, heated for 3-5 minutes",DB,13-561,"PHE, Nutrient analysis of fresh and processed fruit and vegetables with respect to fibre, 2017",
13-659,13-659,1,158,"Beans, red kidney, dried, boiled in unsalted water","beans, red kidney, dried, boiled in unsalted water 10 samples, 9 products, soaked and boiled for 40-70 minutes","10 samples, 9 products, soaked and boiled for 40-70 minutes",DB,13-110,"PHE, Nutrient analysis of fresh and processed fruit and vegetables with respect to fibre, 2017",
13-109,13-109,1,159,"Beans, red kidney, dried, raw","beans, red kidney, dried, raw whole beans. analytical and literature sources",Whole beans. Analytical and literature sources,DB,50-716,"Reviewed 2013. LGC, Fruit and vegetables, 1989-1990",
13-654,13-654,1,160,"Beans, runner, boiled in unsalted water","beans, runner, boiled in unsalted water 11 samples, mixture of uk and imported, fresh. tops, tails and strings removed, boiled for 5-6 minutes","11 samples, mixture of UK and imported, fresh. Tops, tails and strings removed, boiled for 5-6 minutes",DB,13-114,"PHE, Nutrient analysis of fresh and processed fruit and vegetables with respect to fibre, 2017",
13-112,13-112,1,161,"Beans, runner, raw","beans, runner, raw ends and sides trimmed",Ends and sides trimmed,DB,50-719,"Reviewed 2013. IFR, The nutritional composition of retail vegetables in the UK, 1984-1987. Vitamin K1 from Bolton-Smith et al Br.J. Nutr.83, 2000",
13-116,13-116,1,162,"Beans, soya, dried, boiled in unsalted water","beans, soya, dried, boiled in unsalted water whole beans. analysis and literature sources",Whole beans. Analysis and literature sources,DB,50-722,"Reviewed 2013. LGC, Fruit and vegetables, 1989-1990; and Vegetables, Herbs and Spices Supplement, 1991",
13-115,13-115,1,163,"Beans, soya, dried, raw","beans, soya, dried, raw whole beans. analysis and literature sources",Whole beans. Analysis and literature sources,DB,50-721,"Reviewed 2013. LGC, Fruit and vegetables, 1989-1990; and Vegetables, Herbs and Spices Supplement, 1991",
13-117,13-117,1,164,"Beans, sword, raw","beans, sword, raw literature sources",Literature sources,DB,,"Vegetables, Herbs and Spices Supplement, 1991",
13-580,13-580,1,165,"Beansprouts, mung, boiled in unsalted water","beansprouts, mung, boiled in unsalted water boiled 4 minutes",Boiled 4 minutes,DB,13-053,"Vegetables, Herbs and Spices Supplement, 1991",
